id,name,highest_office
4059,Rubria (25),mother of C. Papirius (35) Carbo
4060,Q. Fadius (8) Gallus?,brother of M. Fadius (6) Gallus
4061,M. Fadius (6) Gallus,
4062,Pompeia (56),married to C. Memmius (7) Men.?
4063,Cornelia (416),daughter of L. Cornelius (338) L. f. L. n. Scipio Asiaticus (Asiagenus)
4064,Eppuleia (2),
4065,Ampia (3),daughter of? T. Ampius (1) T. f. Hor. Balbus
4066,-. Caecina (A),son of A. Caecina (7) Sab.?
4067,A. Caecina (7) Sab.?,Eques 106
4068,A. Caecina (6) Sab.?,Eques 125
4069,Fabia (173),divorced from P. Cornelius (141) P. f.  Dolabella = P. Cornelius Lentulus
4070,Valeria (394),married to M. Iunius (53) M. f. Brutus = Q. Servilius Caepio Brutus
4071,Q. Pilius (2) Celer,Eques 51
4072,L. Flavius (16),Eques 73
4073,C. Valgius (6) Hippianus,son of Q. Hippius (RE S X)
4074,Q. Hippius (RE S X),
4075,Albinia? (A),daughter of C. Albinius (1)
4076,C. Albinius (1),father of Albinia? (A)
4077,Iunia (191),mother of C. Claudius (216) C. f. M. n. Marcellus
4078,Helvia (19),mother of M. Tullius (29) M. f. M. n. Cor. Cicero
4079,Q. Fadius (7) Gallus,father of Fadia (13)
4080,M. Licinius (110) Lucullus,son of L. Licinius (104) L. f. L. n. Lucullus Ponticus
4081,L. Tullius (26) Cor. Cicero,Eques 100
4082,L. Tullius (25) Cor. Cicero,Eques 102
4083,Numitoria (8),married to M. Antonius (29) M. f. Creticus
4084,-. Appuleius (22) Decianus,Eques 100
4085,Baebia (47b),married to L. Valerius (178) C.? f. L. n. Flaccus
4086,Valeria (391),married to -. Sextilius (18) Andro
4087,-. Sextilius (18) Andro,
4088,-. Falcidius (1),Eques 63
4089,Falcidia? (A),"married to C. Manilius (10, cf. 23) (Crispus)?"
4090,C. Flaminius (A),
4091,Sempronia (99),daughter of Ti. Sempronius (53) P. f. Ti. n. Gracchus
4092,Valgia? (A),daughter of? -. Valgius (1)
4093,M. Tullius (28) Cor. Cicero,Eques 125
4094,M. Marius (A) Gratidianus,son of M. Gratidius (2) Cor.?
4095,Antonia (109),daughter of M. Antonius (28) M. f. M. n.
4097,Clodia (67),daughter of? Ap. Claudius (296) Ap. f. C. n. Pulcher
4098,-. Lusius (A),married to Maria (74)
4099,Maria (74),daughter of? C. Marius (A)
4100,P. Vatinius (1),
4101,C. Iulius (129) Caesar,"son of L. Iulius (28, cf. 127) (Caesar)?"
4103,M. Terentius (90) Varro Lucullus,son of M. Terentius (A) Varro
4104,M. Gratidius (A) Cor.,son of M. Gratidius (2) Cor.?
4105,Gratidia? (B),
4107,L. Rubrius (12),halfbrother of Q. Fufius (7) Ter.?
4108,Q. Fufius (7) Ter.?,Eques 49
4109,M. Fulvius (40) Bambalio,married to Sempronia (102) Tuditana
4110,Antonia (110),daughter of C. Antonius (19) M. f. M. n. Hybrida
4111,Q. Numitorius (5) Pullus,father of Numitoria (8)
4112,Q. Fufius (9) Calenus?,
4113,-. Lysidikos (RE XIII.2 2550),
4114,C. Trebonius (5),Eques 100
4115,-. Paullus (81),brother of M. Aemilius (73) M. f. Q. n. Lepidus
4116,Cn. Plancius (3) Ter.,Eques uncertain date
4118,-. Plancius (1),brother of Cn. Plancius (3) Ter.
4119,-. Iuventius? (A) Laterensis,married to Otacilia (19)
4120,"L. Cispius (3, 6)",
4121,P. Quinctius (16),brother of C. Quinctius (6)
4122,C. Quinctius (6),
4123,Quinctia? (58),related to Sex. Naevius (6)
4124,P. Quinctius? (53) Scapula,related to C. Aquilius (23) Gallus
4125,C. Aquilius (23) Gallus,
4126,Sex. Alfenus (1),Eques 81
4127,Sex. Naevius (6),related to Quinctia? (58)
4128,Q. Roscius (16) Mae. Gallus,Eques 80
4129,Roscia (28),
4130,Q. Labienus (4) Vel.?,Eques 101
4131,Rabiria (8),married to C. Curtius (5)
4132,C. Curtius (5),Eques 89
4134,-. Publicius (17) Malleolus,brother of C. Publicius (18) Malleolus
4135,Sestia (13),
4136,L. Aelius (74) Lamia,
4137,-. Atilius (A) Serranus,son of? C. Atilius (64) Cam.? Serranus
4139,P. Sittius (3),son of P. Sittius (2)
4140,P. Sittius (2),
4141,P. Licinius (67) Crassus Dives,son of? P. Licinius (70) Crassus Dives
4142,Q. Fabius (107) Maximus,son of Q. Fabius (110) Q. Aemiliani f. Q. n. Maximus Allobrogicus
4143,Antonia (111),married to P. Vatinius (3) P. f. Ser.
4144,P. Iunius (28),Eques uncertain date
4145,-. Iunius (2),Eques 70
4146,M. Iunius (24),Eques uncertain date
4147,Vettia (19),married to C. Verres (1) Rom.
4148,Annia (102),daughter of P. Annius (31) Asellus
4149,A. Trebonius (2),Eques 81
4150,P. Trebonius (12),Eques 75
4152,Cn. Fannius (11) Ter.?,Eques 75
4155,-. Publicius? (C) Malleolus,
4156,Servilia (98),daughter of? Q. Servilius (48) Cn. f. Cn. n. Caepio
4157,-. Vettius (10) Chilo,Eques uncertain date
4158,Q. Lollius (13),Eques 73
4159,Q. Lollius (14),Eques 77
4160,Cn. Calidius (2),Eques 73
4161,Cn. Calidius (A),
4162,M. Antistius (34) Labeo,son of -. Pacuvius (9) Labeo
4163,-. Pacuvius (9) Labeo,
4164,Sulpicia (111),daughter of Ser. Sulpicius (95) Q. f. Lem. Rufus
4165,Aelia? (A),daughter of Q. Aelius (156) L. f. Tro. Tubero
4166,Terentia (96),daughter of? A. Terentius (91) Varro (Murena)
4167,C. Cilnius (6) Maecenas,
4169,Ti.? Sempronius (55) Gracchus,son of Ti. Sempronius (54) Ti. f. P. n. Gracchus
4170,-. Aemilius (H),
4171,-. Licinius (6) Crassus?,"son of? C. Licinius (52, cf. 14) Crassus"
4172,Servilia (99),daughter of Q. Servilius (49) Cn. f. Cn. n. Caepio
4174,Iulia (550),daughter of C. Iulius (132) C. f. C. n. Sca. Fab. Caesar Octavianus = C. Octavius C. f. Thurinus (or Caepias) 
4175,Antonia (113) maior,daughter of Octavia (96) minor
4176,-. Scribonius (7) Curio,son of C. Scribonius (11) C. f. C. n. Curio
4177,L.? Vipsanius (B),
4179,Vipsania (1) Agrippina,married to Ti. Claudius (Iulius 154) Nero
4180,C. Proculeius (2),"brother of A. Terentius (92, cf. 91) A. f. Varro Murena"
4181,Cn. Cornelius (108) Cinna Magnus,son of L. Cornelius (107) Cinna
4182,Vipsania (4) Polla,
4183,P. Cornelius (352) Scipio Nasica,son of P. Cornelius (351) P. f. P. n. Scipio Nasica
4184,Iulia (546),daughter of C. Iulius (130) C. f. L. n. Caesar
4185,-. Cornelius (D) Lentulus,
4186,Cn. Iulius (A) Caesar,
4187,-. Alexander (28) Helios,
4188,L. Asellius (A),father of -. Asellius (B)
4189,-. Asellius (B),
4190,Claudia (390),married to C. Iulius (132) C. f. C. n. Sca. Fab. Caesar Octavianus = C. Octavius C. f. Thurinus (or Caepias) 
4191,Polla (A),married to? L. Gellius (17) L. f. L. n. Tro. Poplicola
4192,Livia (37),daughter of M. Livius (19) Drusus (Claudianus)
4193,-. Salvidienus (3) Rufus,
4194,-. Claudius (139) Drusus,son of Livia (37)
4195,L. Domitius (28) Ahenobarbus,son of Cn. Domitius (23) L. f. Cn. n. Ahenobarbus
4196,-. Cornelius? (371) Sisenna,son of? A. Gabinius (11) A. f. - n.
4197,Clodia (72) Tertia,daughter of? Ap. Claudius (296) Ap. f. C. n. Pulcher
4198,M. Aurelius (108) Cotta Cotta,son of M. Aurelius (107) M. f. Cotta
4199,A. Fulvius (8),father of A. Fulvius (A)
4200,A. Fulvius (A),
4201,Papiria (78),"daughter of C. Papirius (6, 57) C. f. L. n. Maso"
4203,L. Publicius (20) Malleolus,brother of M. Publicius (22) L. f. L. n. Malleolus
4204,Mummia (A),"daughter of L. Mummius (7a, 16.1195ff.) L. f. L. n. Achaicus"
4205,C. Porcius (15) Cato Salonianus,
4206,Claudia (382),daughter of Ap. Claudius (91) C. f. Ap. n. Caecus
4207,Lucilia (33),daughter of? M. (or M'.) Lucilius (11) M. f. Pom. (Rufus?)?
4208,M. Clodius (6.67) Aesopus,son of -. Clodius? (16) Aesopus
4209,-. Clodius? (16) Aesopus,
4210,Cornelia (408),daughter of P. Cornelius (202) L. f. L. n. Lentulus
4211,M. Iunius (125) Pera,son of D. Iunius (59) Brutus Pera
4212,D. Iunius (59) Brutus Pera,father of D. Iunius (124) D. f. D. n. Pera Pera
4213,-. Claudius (60) Asellus,married to Licinia (178)
4214,Licinia (178),daughter of? P. Licinius (60) C. f. P. n. Crassus
4215,-. Licinus (24),son of L. Porcius (23) L. f. M. n. Pap.? Licinus
4216,Hostilia (27) Quarta,married to Cn. Fulvius (54) Flaccus
4217,Ti. Sempronius (52) Gracchus,son of? Ti. Sempronius (51) Ti. f. Ti. n. Gracchus
4218,P. Furius (81) Philus,
4219,Calavia? (A),daughter of -. Pacuvius (4) Calavius
4220,Claudia (383),daughter of Ap. Claudius (293) P. f. Ap. n. Pulcher
4221,-. Pacuvius (4) Calavius,
4222,L. Aemilius (60) Lepidus,son of M. Aemilius (66) M. f. M. n. Lepidus
4223,Q. Aemilius (77) Lepidus,son of M. Aemilius (66) M. f. M. n. Lepidus
4224,M. Postumius (18) Pyrgensis,Eques uncertain date
4225,M. Quinctilius (10) Varus,son of P. Quinctilius (12) P. f. Varus
4226,P. Valerius (F) Laevinus,son of M. Valerius (211) P. f. P. n. Laevinus
4227,M. Valerius (E) Laevinus,son of M. Valerius (211) P. f. P. n. Laevinus
4228,Cornelia (406),daughter of P. Cornelius (336) P. f. L. n. Scipio Africanus
4229,Porcia (29),daughter of M. Porcius (16) M. f. M. n. Pap.? Cato (Uticensis)
4230,C. Lucilius (4) Pom.? Pup.?,Eques 167
4232,Sempronia (101),mother of Publicia (27)
4233,Anicia (18),"married to Ser. Sulpicius (20, cf. 19)"
4234,-. Fabius (51) Buteo,son of M. Fabius (53) M. f. M. n. Buteo
4235,Rupilia (12),daughter of P. Rupilius (5) P. f. P. n.
4236,Cornelia (414),daughter of L. Cornelius (106) L. f. L. n. Cinna
4237,-. Asinius (37) Saloninus,son of C. Asinius (25) Cn. f. Arn. Pollio
4238,C. Asinius (15) Gallus,son of C. Asinius (25) Cn. f. Arn. Pollio
4239,-. Herius (6) Asinius,son of C. Asinius (25) Cn. f. Arn. Pollio
4240,Ser. Sulpicius (82) Paterculus,father of Sulpicia (A)
4241,Sulpicia (A),daughter of Ser. Sulpicius (82) Paterculus
4242,Appuleia (32),married to M. Aemilius (72) Q. f. M. n. Pal. Lepidus
4243,Clodia (68),married to -. Aufilius (A)
4244,-. Aufilius (A),
4245,Livia (34),daughter of? C. Livius  (14) M. Aemiliani f. M. n.  Drusus
4246,Pomponia (28),mother of P. Cornelius (336) P. f. L. n. Scipio Africanus
4247,Licinia (177),married to? M. Porcius (9) M. f. Pap. Cato 'Censorius'
4248,Aurelia (D),married to M. Valerius (261) M. f. M. n. Messalla Corvinus
4249,Valeria (390),daughter of? M. Valerius (266) M. f. M'. n. Messalla Niger 'Menogenes'
4250,Q. Pedius (B),grandson of Q. Pedius (1) M. f.
4251,Octavia (95) maior,daughter of C. Octavius (15) Sca.
4252,Ancharia (7),mother of Octavia (95) maior
4253,Kleopatra (28) Selene,
4254,Claudia (422) Marcella Maior,married to M. Vipsanius (2) L. f. Agrippa
4255,Claudia (423) Marcella Minor,daughter of Octavia (96) minor
4256,-. Cassius (1),son of C. Cassius (59) Longinus
4258,Aurelia (248),mother of C. Iulius (131) C. f. C. n. Fab. Caesar
4259,Servilia (103),daughter of Q. Servilius (40-42) Caepio
4260,Atilia (79),daughter of -. Atilius? (58) Serranus
4261,L.? Porcius (8) Cato,
4262,Aemilia (166) Lepida,married to P. Cornelius (352) Scipio Nasica
4263,-. Atilius? (58) Serranus,
4264,Sergia? (A),daughter of L. Sergius (23) Tro. Catilina
4265,M.? Sergius (1) (Catilina?),brother of L. Sergius (23) Tro. Catilina
4267,Tertulla (20),married to M. Licinius (68) P. f. M. n. Crassus
4268,-. Sempronius (40) Gracchus,son of Licinia (180)
4269,Sempronia (103),married to D. Iunius (46) D. f. M. n. Brutus
4270,P. Licinius (70) Crassus Dives,son of? P. Licinius (72) P. f. P. n. Crassus Dives Mucianus
4271,Fulcinia (10),married to C. Marius (A)
4272,Q. Granius (4),
4273,Fannia (21),married to C. Titinius (8)
4274,C. Titinius (8),Eques 100
4275,C. Marius (A),father of? Maria (73)
4276,A. Pompeius (1) Auletes,father of Q. Pompeius (12) A. f.
4277,Antistia (60),daughter of P. Antistius (18)
4278,Calpurnia (125),daughter of L. Calpurnius (23) Bestia
4279,-. Nonius (A),married to Cornelia? (C)
4280,Cornelia? (C),mother of Sex. Nonius (53) Ani. Suffenas
4281,L. Cornelius (379) Sulla,father of Cornelia? (C)
4282,Valeria (389),mother of Cornelia? (448) Postuma
4283,M. Valerius (B) Messalla,son of? M'.? Valerius (248) Messalla
4284,Cornelia? (448) Postuma,
4285,Cloelia (14),
4286,Ilia (2),mother of Cornelia (412)
4287,Aelia (164),
4288,Antistia (59),mother of Claudia (385)
4289,Hortensia (16),daughter of Q. Hortensius (13) L. f. Hortalus
4290,Liburnia (A),mother of C. Asinius (25) Cn. f. Arn. Pollio
4291,Hirtia (5),
4292,Valeria (392),daughter of? M. Valerius (266) M. f. M'. n. Messalla Niger 'Menogenes'
4293,Cornelia (409),married to M. Livius (17) C. f. M. Aemiliani n. Drusus
4294,M. Livius (20) Drusus Libo,son of L. Scribonius (20) L. f. Libo
4295,Memmia (38),married to C. Scribonius (10) C. f. Pom. Curio 'Burbuleius'
4296,-. Vipsanius (128) Agrippa Postumus,
4297,L. Iulius (145) Caesar,
4298,C. Octavius (79) Rufus,son of? C. Octavius (10) Sca.?
4299,C. Octavius (14) Sca.?,Eques 125
4301,-. Agrippa (128) Postumus,
4303,Lucilia? (34),mother of M. Atius (Attius 11) Hor. Balbus
4304,Servilia (104),betrothed to? C. Iulius (132) C. f. C. n. Sca. Fab. Caesar Octavianus = C. Octavius C. f. Thurinus (or Caepias) 
4305,Cossutia (7),betrothed to C. Iulius (131) C. f. C. n. Fab. Caesar
4306,Lollia (29),"daughter of? M. Lollius (21, cf. 8) Palicanus"
4307,Marcia (113),daughter of? Q. Marcius (90) Rex
4308,L. Pinarius (A),married to Iulia (545)
4309,Aufidia (A),daughter of -. Aufidius (24) Lurco
4310,-. Aufidius (24) Lurco,
4311,-. Claudius (290) Pulcher,married to Alfidia (3)
4312,Alfidia (3),daughter of M. Alfidius (A)
4313,Valeria (402) Messallina,daughter of M. Valerius (261) M. f. M. n. Messalla Corvinus
4314,-. Statilius Corvinus,
4315,M. Valerius (260) Messalla Barbatus Appianus,son of? Ap. Claudius (298) C. f. Ap. n. Pulcher
4316,Livia (41) Ocellina,daughter of? L. Livius (26) L. f. Ocella
4317,C. Sulpicius (53) Galba,son of? C. Sulpicius (52) Galba
4318,Mummia (26) Achaica,daughter of -. Mummius (2)
4319,Pompeia (53=?56),married to C. Memmius (7) Men.?
4320,Aelia? (B),daughter of? L. Aelius (144) Mae.? Stilo Praeconinus
4321,Ti. Claudius (248) Nero,
4322,M. Hortensius? (12) Hortalus,son of Q. Hortensius (8) Q. f. L. n. Hortalus
4323,Aemilia (170) Lepida,daughter of? Q. Aemilius (79) M'. f. Lepidus
4324,Mam. Aemilius (139) Scaurus,son of? M. Aemilius (142) Scaurus
4325,M. Gallius,
4327,Marcia (120),married to -. Fabius (102) Maximus
4328,-. Fabius (102) Maximus,son of Q. Fabius (108) Q. f. Q. n. Maximus (Sanga?)?
4329,C. Sallustius (11) Crispus,grandson of? Sallustia (40)
4330,P. Quinctilius (20) Varus,son of? Sex. Quinctilius (17) Varus
4331,Claudia (434) Pulchra,
4332,-. Quinctilius (28) Varus,son of P. Quinctilius (20) Varus
4333,P.? Cornelius (130) Dolabella,son of? P. Cornelius (141) P. f.  Dolabella = P. Cornelius Lentulus
4334,Quinctilia (30),daughter of? Sex. Quinctilius (17) Varus
4335,P. Cornelius (143) Lentulus,son of P.? Cornelius (130) Dolabella
4336,L. Calpurnius (99) Piso Frugi,son of L. Calpurnius (90) L. f. L. n. Men. Piso Caesoninus
4337,Sextia (44),
4338,Pupilia (12),
4339,-. Hortensius (10) Corbio,son of Q. Hortensius (8) Q. f. L. n. Hortalus
4340,Fabia (171),
4341,Antonia (108),daughter of C. Antonius (19) M. f. M. n. Hybrida
4343,Porcia (30),daughter of Marcia (115)
4345,C. Caesetius (1),Eques 46
4346,-. Octavius (B) C. f. Balbus,sen. 43
4347,T. Veturius (9),son of T. Veturius (8) Calvinus
4348,Sex.? Nonius (B) Sufenas,son of Sex. Nonius (53) Ani. Suffenas
4349,M. Anneius (4) Ani.?,Eques 125
4350,A. Atilius (35) Calatinus,father of? A. Atilius (36) A. f. C. n. Caiatinus
4351,Otacilia (19),mother of? M. Iuventius (16) (M. f.) Pap. Laterensis
4352,Afrania (17),married to -. Licinius (39) Bucco
4353,Fundania (8),daughter of C. Fundanius (1) C. f.
4354,Cossinia? (A),married to C. Lucilius (25) C. f. Pup. Hirrus
4355,M. Valerius (264) Messalla Messallinus,son of? M. Valerius (261) M. f. M. n. Messalla Corvinus
4356,"M. Aurelius (110, 111) Cotta Maximus or Messallinus?",
4357,Quinctilia (29),daughter of? Sex. Quinctilius (17) Varus
4358,Sex. Nonius (46) Quinctilianus,son of L. Nonius (14) L. f. T?. n. Asprenas
4359,Annia (101),"daughter of? T. Annius (78, Aurelius 206) T. f. T. n. Rufus"
4360,M. Calpurnius (84) Piso,
4361,C. Antistius (48) Vetus,grandson of C.? Antistius (46) Vetus
4363,C. Sentius (9) Saturninus,son of C. Sentius (4) C. f. Sab. Saturninus Vetulo
4364,Munatia (41),daughter of? L. Munatius (29) Plancus
4365,Coponia? (A),married to P. Silius (21)
4366,P. Silius (21),
4367,Sex. Titius (23),tr. pl. 99
4368,-. Saufeius? (?) Trebianus,Eques 46
4369,L. Aebutius (not in RE) L. f. Men.,Eques 89
4370,T. Acilius (not in RE) T. f. Vel.,Eques 89
4371,-. Acutius (3) Rufus,Eques 48
4372,P. Aebutius (8),Eques 186
4373,-. Aeficius (Aeficius) Calvinus,Eques 75
4374,C. Aelius (58) Gallus,Eques 75
4375,Q. Ampudius (not in RE) Q. f. Aem.,Eques 89
4376,C. Annaeus (1),Eques 44
4377,M. Annius (16),Eques 73
4378,C. Arpineius (Arpineius),Eques 53
4379,P. Atrius (3),Eques 46
4380,T. Attius (Suppl. 1 1a ) Cam.? Pisaurensis,Eques 66
4381,Sex. Aufidius (11),Eques 45
4382,P. Aufidius (34) Qui.? Pontianus,Eques 66
4383,C. Aurelius (16),Eques 70
4384,A. Baebius (9),Eques 46
4385,L. Bruttius (3),Eques 46
4386,Cn. Bussenius (Bussenius) Cn. f. Ste.,Eques 89
4387,Q. Caecilius (36) Bassus,Eques 49
4388,M. Caecilius (17),Eques 73
4389,C. Caecilius (not in RE),Eques 61
4390,-. Caecina (5) Sab.?,Eques 100
4391,M. Caelius (11),Eques 73
4392,P. Caesius (12) Clu.,Eques 89
4393,M. Caesius (11) Cor.?,Eques 46
4394,L. Caesius (6) Cor.?,Eques 61
4395,L. Canuleius (7),Eques 73
4396,M. Castricius (6 and Suppl. III),Eques 73
4397,T. Catienus (not in RE),Eques 61
4398,C. Cestius (2),Eques 61
4399,N. Cluentius (2),Eques 66
4400,A. Cluentius (4) Clu.? Habitus,Eques 66
4401,N. Cluvius (7) Fal.?,Eques 100
4402,C. Cluvius (4),Eques 76
4403,Q. Considius (10) Gallus,Eques 44
4404,P. Considius (5),Eques 58
4405,C. Cornelius (19),Eques 63
4406,-. Cornelius (3),Eques 91
4407,L. Cossinius (1) Lem.?,Eques 125
4408,-. Cossutius (Cossutia 7),Eques 85
4409,M. Cossutius (2),Eques 73
4410,M. Cottius (not in RE),Eques 73
4411,P. Cottius? (not in RE),Eques 73
4412,C. Curtius (1),Eques 100
4413,L. Egnatius (35) Rufus,Eques 47
4414,L. Eppius (1),Eques 62
4415,Q. Fabius (100) Maximus,Eques 50
4417,M. Faucius (Faucius) Cor.,Eques 46
4418,C. Flavius (158) Pusio,Eques 91
4419,C. Flavius (12),Eques 100
4421,C. Fufius (12) Cita,Eques 52
4422,M. Fulvius (95?) Nobilior,Eques 63
4423,C. Fundanius (2),Eques 45
4424,N. Furius (21),Eques 100
4425,M. Furius (58) Flaccus,Eques 56
4426,-. Gaberius (?),Eques 67
4427,P. Gabinius (15) Capito,Eques 63
4428,A. Gabinius (not in RE) Capito,Eques 58
4429,-. Gellius (1) Tro. (Poplicola),Eques 56
4430,P. Helvidius (7) Clu.? Rufus,Eques 66
4431,-. Herennius (27) Gallus,Eques 44
4432,L. Iulius (158) Qui.? Calidus,Eques 56
4433,-. Iunius (129) Pisciculus,Eques 125
4435,M. Laenius (3) Mae.? Strabo,Eques 67
4436,M. Laenius (2) Flaccus,Eques 51
4437,Q. Licinius (153) Ste. Sacerdos,Eques 142
4438,C. Maecenas (3),Eques 91
4439,Minat. Magius (8) Cor.?,Eques 89
4440,M. Magius (19) Surus,Eques 70
4441,Q. Mamercius (Mamercus 2) Cor.,Eques 46
4442,M. Mindius (2),Eques 36
4443,C. Minucius (47?) Reginus,Eques 46
4444,Q. Minucius (26) (Rufus),Eques 73
4445,C. Numitorius (2),Eques 73
4446,-. Octavius (8),Eques 70
4447,A. Ofilius (4),Eques 75
4448,Q. Oviolenus (not in RE) Qui.,Eques 100
4449,-. Pinarius (2),Eques 44
4450,Q. Pompeius (34) Niger,Eques 45
4451,-. Pontius (19) Aufidianus,Eques uncertain date
4453,Sex. Roscius? (6),Eques 81
4454,L. Rubrius (5),Eques 44
4455,Q. Rubrius (15),Eques 73
4456,Q. Seius (12) Postumus,Eques 58
4457,Q. Septicius (1),Eques 73
4458,L. Septumius (not in RE) Arn.,Eques 100
4459,Cn. Sertius (or Sirtius) or Sentius? (Sentius 1),Eques 73
4460,L. Suetius (Suetius),Eques 73
4461,Ser. Sulpicius (96) Lem. Rufus,Eques 63
4462,P. Terentius (49) Hispo,Eques 56
4463,L. Titius (42) Strabo,Eques 46
4464,M. Tullius (14),Eques 100
4465,M. Varisidius (not in RE),Eques 43
4467,C. Verres (2),Eques 72
4468,P. Vestrius (not in RE),Eques 46
4469,C. Vibius (9) Capax,Eques 66
4470,L. Visidius (1),Eques 63
4471,L. Volusienus (2),Eques 66
4472,C. Rubellius (1),Eques 44
4473,Cn. Otacilius (14) Naso,Eques 46
4474,-. Corfidius (2) Clu.?,Eques 100
4475,"C. Fufius (4, 6)",Eques 63
4476,"M. Fufius (4, 6)",Eques 63
4477,-. Tuticanus (3) Gallus Gallus,Eques 48
4478,M. Salvius (16) Otho,Eques 60
4479,L. Septumuleius (Septumuleius),Eques 96
4480,-. Maevius (2),Eques 73
4481,L. Titius (12),Eques 73
4482,M. Modius (6),Eques 73
4483,P. Scandilius (Scandilius),Eques 73
4484,P. Messenius (not in RE),Eques 46
4485,-. Atilius (4),Eques 51
4486,A. Trebellius (1),Eques 45
4487,C. Matrinus (1),Eques 73
4488,Q. Sosius (3),Eques 90
4489,M. Petilius (3),Eques 73
4490,-. Publius (not in RE?),Eques 95
4493,L. Agrius (2) Publeianus (Bassus),Eques 61
4494,-. Anicius (Anicia 18),Eques 125
4495,M. Antistius (17) Vot.? Pyrgensis,Eques 179
4496,M. Lutatius (21) Pinthia,Eques 103
4497,M'. Maecius (not in RE) Sab. Varus,Eques 50
4498,L. Magius (6),Eques 86
4499,L. Marcius (15) Ser.?,Eques 44
4500,C. Canius (not in RE),Eques 101
4501,-. Carvilius (12) Pollio,Eques 80
4502,-. Fufidius (1),Eques 57
4503,C. Gargonius (1),Eques 100
4504,L. Helvius (2),Eques 114
4505,M'. Maximus (not in RE),Eques 100
4506,C. Mustius (2),Eques 75
4507,C. Octavius (10) Sca.?,Eques 204
4508,C. Oppius (9),Eques 75
4509,M. Paconius (3),Eques 53
4510,C. Ovidius (not in RE) Ser.? Naso,Eques 75
4511,L. Papinius (3),Eques 74
4512,-. Pompilius (3),Eques 64
4513,-. Pontius (20) Lupus,Eques 100
4514,Q. Sulpicius (not in RE) Lem.,Eques 101
4515,L. Ticida (?),Eques 47
4516,Cn. Titinius (9),Eques 91
4517,C. Titius (7),Eques 161
4518,P. Vatienus (Vatinius 1) Qui.,Eques 168
4519,T. Vettius (Minucius 29?),Eques 104
4520,L. Veturius (not in RE) Barrus (or Varrus),Eques 113
4521,P. Villius (not in RE),Eques 196
4522,-. Volcatius (9.A.741),Eques 73
4523,-. Corfidius (1) Clu.?,Eques 100
4524,M. Castricius (7?),Eques 70
4525,M. Seius (4) Aem.,Eques 52
4526,L. Orbilius (?) Pupillus,Eques 114
4527,L. Saufeius (5),Eques 110
4528,Q. Sextius (10) (Niger),Eques 70
4530,L. Aelius (144) Mae.? Stilo Praeconinus,Eques 154
4531,C. Agrius (1),Eques 116
4532,L. Axius (3) Qui.? (Naso)?,Eques 116
4534,C. Causinius (Causinius) Clu.? Schola,Eques 106
4536,M. Pontidius (3) Cor.?,Eques 106
4537,C. Trebatius (7) Testa,Eques 84
4538,C. Valerius (123) Catullus,Eques 84
4539,L. Vettius (6) Vel.?,Eques 89
4540,C. Matius (1),Eques 80
4542,D. Laberius (3),Eques 106
4543,M. Porcius (2) Pap. Cato,Eques 234
4544,M. Petreius (3?) Hor.?,Eques 92
4545,-. Albius (10) Clu. Oppianicus,Eques 72
4546,A. Aurius (2) Clu.? Melinus,Eques 82
4547,Q. Caecilius (21),Eques 81
4548,A. Cluentius (3) Clu. Habitus,Eques 88
4549,L. Corfidius (2),Eques 45
4550,C. Felginas (Felginas) Vot.,Eques 48
4551,A. Granius (2) Fal.?,Eques 48
4552,T. Pomponius (Supp. 8 T. Pomponius Atticus),Eques 88
4553,M. Sacrativir (Sacrativir) Sacrativir,Eques 49
4554,L. Statilius (6) (Taurus),Eques 63
4555,L. Tanusius (1),Eques 82
4556,Cn. Titinius (2),Eques 81
4557,M. Volumnius (5),Eques 81
4558,-. Volumnius (9),Eques 42
4559,L. Petronius (88),Eques 87
4560,-. Clonius (or Cluvius) (not in RE),Eques 106
4561,M. Pomponius (24),Eques 121
4563,Q. Turius (3) Cor.,Eques 44
4565,-. Turpio (2) (Sutorius)?,Eques uncertain date
4566,C. Accius (4) Ser.? Paelignus,Eques uncertain date
4567,L. Aemilius (not in RE) Tro.,Eques uncertain date
4568,C. Antistius (9),Eques uncertain date
4569,-. Appicius cf. Sittius (1),Eques uncertain date
4570,C. Atilius (not in RE) Tro.? Glabrio,Eques uncertain date
4571,L. Aurifex (1),Eques uncertain date
4572,L. Carpinatius (Carpinatius),Eques uncertain date
4573,"P. Cominius (4, 8, 11) Hor.?",Eques uncertain date
4574,"C. (or L.) Cominius (4 , 8) Hor.?",Eques uncertain date
4575,C. Erucius (2) Ste.?,Eques uncertain date
4576,P. Matinius (?),Eques uncertain date
4577,L. Papirius (71) Potamo,Eques uncertain date
4578,M. Planius (?) Heres,Eques uncertain date
4579,-. Pompeius (9) Trogus,Eques uncertain date
4580,-. Publicius (4) rural?,Eques uncertain date
4581,L. Rabonius (not in RE),Eques uncertain date
4582,L. Raecius (1),Eques uncertain date
4583,P. Rupilius (6) Men.,Eques uncertain date
4584,P. Servilius (25),Eques uncertain date
4585,P. Tettius (3),Eques uncertain date
4586,L. Tullius (8),Eques uncertain date
4587,Q. Verres (3) Rom.,Eques uncertain date
4589,"-. Vibius (Sicca, Vibius 18?) (Sicca)",Eques uncertain date
4590,M. Papirius (not in RE),Eques uncertain date
4592,P. Cuspius (1),Eques uncertain date
4593,T. Perperna (7),Eques uncertain date
4595,Q. Tadius (2) Lem.,Eques uncertain date
