id,name,highest_office
4596,"P. Varius (3, 4)",Eques uncertain date
4597,-. Vettius (not in RE) Salassus,Eques uncertain date
4598,L. Vibius (5),Eques uncertain date
4600,-. Septimius (not in RE),leg.? 80 to 79
4601,T. Septimius (50) Sabinus,sen. 31
4602,-. Sergius (3),sen. 43
4603,Q. Sergius (21),sen. 90
4604,L. Sergius? (Plautus 3) L. f. Fal. Plautus,sen. 39
4605,C. -? (?) Casca,tr. pl. 44
4606,-. Servius (3) Cordus,q.? 48
4607,M. Spurius (2),sen. 44
4608,-. Statilius (2),sen. 44
4609,Q. Statilius (8),sen. 31
4610,-. Sulpicius (not in RE) Rufus,sen. 175
4611,C. Poetelius (8) Libo Visolus,son of C. Poetelius (7) C. f. Q. n. Libo Visolus
4612,"L. Furius (18, cf. 2)",pr.? 75
4613,C. (or Cn.) Marcius (51) Coriolanus,repulsa (cos.) 491
4614,-.? Antistius (not in RE) A. f.,son of A. Antistius (not in RE)
4615,-.? Pompilius (cf. 2),brother of Sex. Pompilius (2)
4616,A. Nunnius (1),repulsa (tr. pl.) 99
4617,C. Poetilius (?),repulsa (aed.) 304
4618,-. Pomponius (not in RE),tr. pl.? 45
4619,L. Volumnius (4),sen. 50
4620,Sex. Atilius (not in RE) Sex. f. Aem. Serranus,tr. mil. 49
4621,L. Iunius (21) Q. f. Lem.,officer (title not preserved) 89
4622,C. Laetorius (4) C. f. Vel.,officer (title not preserved) 89
4623,L. Nonius (8) T. f. Vel.,officer (title not preserved) 89
4624,T. Nonius (10) T. f. Vel.,officer (title not preserved) 89
4625,L. Opimius (6) Q. f. Hor.,officer (title not preserved) 89
4626,M'. Otacilius (4) M'. f. Pol.,officer (title not preserved) 89
4627,P. Pedanius (3) P. f. Aem.,officer (title not preserved) 89
4628,T. Petronius (93) T. f. Fab.,officer (title not preserved) 89
4629,"Sex. Pompeius  (cf. 19, Bd. XXI.2 col. 2060) Sex. f. Clu.",officer (title not preserved) 89
4630,T. Veturius (7) T. f. Vel.,officer (title not preserved) 89
4631,P. Teidius (1) P. f. Pom.,senator? before 200 to after 101
4632,T. Annius (20) T. f. Vel.,
4633,Aemilia (150b),Vestal.? 205 to after 178
4634,-. Aemilius (not in RE) Potensis,haruspex after 103
4635,M'. Aemilius (67) M'. f. M'. n. Lepidus,X vir s. f. after 212
4636,L. Aquinius (1),haruspex c. 387
4637,-. Battakes (2),sacerdos Matris Magnae after 103
4638,Calliphana (Kalliphana),sacerdos Cereris publicae? after 97
4639,Caparronia (not in RE),Vestal. 266
4641,Casponia (not in RE) P. f. Maxima,sacerdos Cereris publicae 75
4642,C. Claudius (not in RE),flam. Dial.? 220 to 212
4643,C. Claudius (not in RE),flam. Dial. after 212
4644,P. Cloelius (not in RE) Siculus,flam. Quirinal.? 250
4645,P. Cloelius (not in RE) Siculus,flam. Martial.? c. 250
4646,P. Coelius (not in RE) P. f. Etruscus,haruspex? before 99
4647,"C. Coelius (12, 13) C. f. C. n. Caldus",aug.? 95 to after 81
4648,-. Cornelius (150) Epicadus,kalator after 79
4649,P. Cornelius (22) P. f. P. n. Scipio,flam. Dial.? 173 to after 170
4650,Ser. Fabius (128) Q. f. Q. n. Pictor,flam. Quirinal.? 167 to after 149
4651,Favonia (not in RE) M. f.,sacerdos Cereris publicae 75
4652,M. Flavius (20),pont. min. after 47
4653,L. Fundilius (2),aedituus Tellus-Tempel? 59 to 56
4655,C. Genucius (not in RE) C. f.,aedituus Fortuna-Obsequens-Tempel c. 75
4656,-. Genucius (2),sacerdos Matris Magnae 77
4657,M. Herennius (46) Siculus,haruspex 121
4658,C. Iulius (18),aug.? 255 to after 251
4659,C. Licinius (153) Sacerdos,sacerdos collegiorum ignotorum 150
4660,-. Manius (cf. Marcius 2),vates before 325 to after 304
4661,Cn. Marcius (2),vates? c. 300
4662,C. Papirius (not in RE) L. f. Maso,pont.? 270 to 242
4663,C. Papirius (not in RE) L. f. Maso,pont. after 242
4664,"M. Papirius (21, 47) Crassus",pont. max. 441
4665,C. Papirius (57) C. f. L. n. Maso,pont. 218 to 213
4667,"Cn. Pompeius (7, 112) Q. f. Arn.",XV vir s. f.? 39 to after 31
4668,C. Postumius (11),haruspex? 90 to after 83
4669,"Publicia (26, Publilia 16)",flaminica Martial. 154
4671,-. Spurinna (2),haruspex 46 to 43
4672,Sulpicia (82),matrona imagini dedicandi after 276
4673,-. Sulpicius (not in RE) Ser. f.,flam. Quirinal.? before 62
4674,T. Sulpicius (not in RE) T. f.,sacerdos Isidis before 100 to after 50
4675,Cn. Terentius (20),scriba (pontifex minor) after 182
4676,Usia (not in RE) Prima,sacerdos Isidis 50
4677,L. Vinulleius (1) L. f. Pom. Lucullus,haruspex ex L 50
4678,C. Volcatius (Vulcanius 1) C. f.,haruspex? 50 to 45
4679,C. Volcatius (Vulcanius 1) C. f.,haruspex 44
4681,Cn. Octavius (not in RE) A. [f.],praef. class. before 100 to after 31
4682,Cn. Octavius (not in RE) Cn. f.,q. before 100 to after 31
4683,Caudina (not in RE) C. f.,daughter of? C. Caudinus (not in RE)
4684,Cn. Cornelius (180) L. f. Lentulus (Marcellinus)?,
4685,-. - (not in RE) [C]n. f. Rufus,pr. date uncertain
4686,-. Aquillius (not in RE) Florus,q. c. 70
4689,L. Otacilius (not in RE) P. f. Rufus,tr. pl. before 110 to after 90
4690,Cn. Granius (4),
4691,-. Egnatius (6),sen. 43
4692,-. Egnatius (6),sen. 43
4693,Domitia (102) Lepida,daughter of L. Domitius (28) Ahenobarbus
4694,-. Cornelius (B) Dolabella,
4695,-. - (1) Arrianus,sen. 43
4696,-. - (not in RE) Arrianus,son of? -. - (1) Arrianus
4697,-. Arruntius (2),
4698,-. Arruntius (2),son of? -. Arruntius (2)
4701,-. Vetulinus (not in RE) Vetulinus,sen. 43
4702,-. Vetulinus (not in RE) Vetulinus,son of? -. Vetulinus (not in RE) Vetulinus
4703,-. Cornelius (5),q. 44
4704,Q. Cornelius (52),q. 44
4706,Q. Aemilius (A) Lepidus,
4707,M'. Aemilius (C) Lepidus,
4709,M'. Aemilius (E) Lepidus,
4710,Aurelia (A) Orestilla,daughter of L. Aurelius (180) L. f. L. n. Orestes
4711,L. Aufidius (181) Orestes,
4712,M'. Aemilius (62a) Lepidus,
4713,M'. Aemilius (F) Lepidus,
4714,A. Afranius (A),
4715,A. Afranius (2),
4716,M'. Acilius (39) Glabrio,
4717,-. Gavius (A),
4718,L. Appuleius (A),
4719,Minucia (71),
4720,-. Papius (3),
4721,-. Ptolemaios (38) Philadelphos,
4722,Kleopatra (20) Philopater,
4723,M. Claudius (234) Marcellus Aeserninus,grandson of C. Asinius (25) Cn. f. Arn. Pollio
4724,-. Asinius (5),grandfather of C. Asinius (25) Cn. f. Arn. Pollio
4725,-. Lysidikos (RE 13.2.2550),
4726,L. Aemilius (115) Paullus,
4727,M. Aemilius (75) Lepidus,
4728,M. Aemilius (76) Lepidus,grandson of? L. Aemilius (82) L. f. M. n. Tro. Lepidus Paullus
4729,Cornelia (419),daughter of P. Cornelius (332) Scipio
4730,Sempronia (A) Atratina,
4731,Appuleia (33) Varilla,daughter of Sex. Appuleius (17) Sex. f.
4732,C. Octavius,
4733,Quinctilia (30a),
4734,M'. Aemilius (63) Lepidus,
4735,Cornelia (A),married to Q. Aemilius (79) M'. f. Lepidus
4736,L. Aemilius (36) Buca,
4737,-. Pythodoros (13) 'of Tralles',
4738,-. Cassius (A),son of -. Cassius (1)
4739,-. Cassius (60) Longinus,
4740,Domitia (91),daughter of L. Domitius (28) Ahenobarbus
4741,Cn. Domitius (25) Ahenobarbus,son of L. Domitius (28) Ahenobarbus
4742,Quinctia (60),
4743,-. Aurelius (C) Cotta,brother of Aurelia (D)
4744,M. Alfidius (A),
4745,M. Alfidius (B),
4746,P. Sulpicius (90) Quirinus,
4747,Nonia (C),
4748,M. Anneius (A),father of M. Anneius (Annaeus 4)
4749,Cluentia (5),
4750,Magia (20),
4751,Novia (26),
4752,Sassia (1),
4753,M'. Aemilius (D),
4754,M. Aemilius (B),
4755,M. Livius (A) Aemilianus,
4756,Cornelia (445),
4757,-. Cornelius (339) Scipio Asiagenus Comatus,
4758,L. Cornelius (cf. 339) Scipio,
4759,Cornelia (411),
4760,Ap. Claudius (13),
4761,Vatiena (A),
4762,Caecilia (136) Metella,
4763,-. Cornelius (227) Marcellinus,
4764,Claudia (66),
4765,Octavia (94),
4766,Calpurnia (A),
4767,Paulla (33) Popillia,
4768,P. Cornelius Lentulus,
4769,Cn. Cornelius (181) Lentulus,
4770,Cn. Calpurnius (70) Piso,
4771,L. Calpurnius (74) Piso,
4772,P. Cornelius (Balbus),
4773,Scribonia,
4774,-. Flaminius (11),
4775,Domitia (94) Calvina,daughter of L. Calpurnius (27) Bibulus
4776,Domitia (93) Calvina,daughter of Cn. Domitius (43) Calvinus
4777,L. Cornelius Balbus,
4778,L. Caninius (5) Gallus,
4779,Ser. Cornelius Sulla,
4780,-. Considius (1),
4781,M. Claudius (24),
4782,P. Claudius,
4783,Cornelia (415),daughter of L. Cornelius (327) Scipio Asiagenus Aemilianus?
4784,L. Sergius (39) Silus,
4785,-. Claudius (138),
4786,-. Camerius (A),
4787,Q. Marcius (A) Philippus,
4788,Licinia (186),
4789,-. Iulius (138) Caesar,
4790,Paulla (B) Cassia,
4791,Sulpicia (B),
4792,Calpurnia (127),
4793,L. Calpurnius (75) Piso,
4794,M. Licinius (73) Crassus Frugi,
4795,"Q. Caecilius (101, Niger 7)",
4796,C. Vibius Capax,
4797,Vibia,
4798,C. Cornelius (7),
4799,"C. Cominius (4, 8)",
4800,Cn. Cornelius Lentulus,
4801,Cn. Cornelius Scipio,
4802,M. Claudius (B) Marcellus,
4803,Ti. Cornelius Lentulus,
4804,P. Cornelius Maluginensis,
4805,Ti. Claudius Nero,
4806,Paulla (445) Cornelia,
4807,M. Duilius (7),
4808,C. Duilius (8) Longus,
4809,Q. Fabius (A) Labeo,
4810,M. Fabius,
4811,-. Fabius (101) Maximus,
4812,C. Furnius (4),
4813,L. Fufius (8) Calenus,
4814,Fabia (168),
4815,Fabia (169),
4816,C. Fabius (122) Pictor,
4817,L. Hostilius (19) Mancinus,father of A. Hostilius (16) L. f. A. n. Mancinus
4818,D. Iunius (B) Silanus,son of M. Iunius (167) Silanus
4819,L. Iunius (C) Silanus,son of D. Iunius (161) Silanus Manlianus
4820,Maria (73),
4821,-. Iunius (72) Damasippus,
4822,-. Hostilius (A),
4823,"A. Gabinius (7, 8, 9)",
4824,"L. Iunius (46a, Supb. 5.356ff) Brutus",
4825,Sempronia (108) Atratina,
4826,P. Junius (28),
4827,Agrippina (2),
4828,C. Iulius (134) Caesar,
4829,Iulia (551),daughter of M. Vipsanius (2) L. f. Agrippa
4830,Atia (35) minor,daughter of M. Atius (11) Balbus
4831,L. Iulius (140) Caesar,
4832,Duronia (4),mother P. Aebutius
4833,P. Aebutius,
4834,T. Sempronius Rutilus,
4835,Digitia (5) Rufina,married to M. Tullius (B) Cicero
4836,M. Tullius (B) Cicero,
4837,-. Claudius Caesar Augustus Germanicus,
4838,Valeria (403) Messallina,
4839,Ap. Iunius (155) Silanus,
4840,M. Valerius (259) Messalla Barbatus,
4841,C. Sallustius (A) Passienus Crispinus,
4842,Cn. Domitius (43) Calvinus,
4843,M. Iunius (22),
4844,L. Iunius (20),
4845,M. Atius (11) Balbus,
4846,"M. Aurelius (110, 111) Cotta",
4847,M. Aemilius (30) Avianianus,adopted son of M. Aemilius (G)
4848,M. Aemilius (G),
4849,M. Anneius (Annaeus 4),
4850,"M. Appuleius (13, 14)",son of Sex. Appuleius (16a) Sex. f.
4851,Fonteia (A),
4852,M. Aufidius (27) Lurco,uncle of C. Sextilius (7)
4853,C. Sextilius (7),nephew of? M. Aufidius Lurco
4854,T. Annius (63) Luscus,father of T. Annius (64) Luscus
4855,T. Annius (64) Luscus,son of T. Annius (63) Luscus
4856,-. Asinius (6),son of C. Asinius (25) Cn. f. Arn. Pollio
4857,L. Nonius (16) Asprenas,father of Calpurnia (127)
4858,Cassia (B),daughter of -. Cassius (1)
4859,Cn. Cornelius (171) Lentulus,father of? Paulla (445) Cornelia
4860,P. Cornelius (235) Lentulus Scipio,son of Cn. Cornelius (181) Lentulus
4861,Ser. Cornelius (226) Lentulus Maluginensis,son of Cn. Cornelius (181) Lentulus
4862,Cn. Cornelius (228) Lentulus Marcellinus,son of Cornelia (411)
4863,P. Cornelius (332) Scipio,father of P. Cornelius (333) Scipio
4864,P. Cornelius (333) Scipio,
4865,P. Cornelius (332),father of Cornelia (419)
4866,L. Cornelius (cf. 339) Scipio Asiagenus,son of L. Cornelius (324) Scipio
4867,-. Cornelius (378) Sulla,married to Domitia (102) Lepida
4868,C. Cosconius (12) Calidianus,son of -. Calidius
4869,-. Calidius,
4870,-. Quinctius (9),
4871,Sulpicia (108),
4872,A. Postumius (A) Albinus,
4873,P. Valerius (214) Laevinus,son of M. Valerius (211) P. f. P. n. Laevinus
4874,L. Marcius (B),
4875,M. Licinius (55a) Crassus,
4876,-. Licinius (178),
4877,C. Licinius (D) Crassus,
4878,T. Manlius (B) Torquatus,
4879,T. Marcius (65) Figulus,son of C. Marcius (C ) Figulus
4880,C. Marcius (C),
4881,C. Rutilius (33) Rufus,
4882,-. Valerius (90),
4883,-. Valerius (89),
4884,A. Postumius (32),
4885,A. Manlius (74) Torquatus,son of A. Manlius (73) A. f. T. n. Torquatus
4886,C. Valerius (D) Flaccus,
4887,C. Marcius (not in RE) Censorinus,
4888,-. Mummius (1),
4889,P. Licinius (A) Crassus Dives,
4890,-. Sempronius (38) Gracchus,
4891,Sp. Verginius (10),son of Sp. Verginius (20) A. f. A. n. Tricostus Caeliomontanus
4892,Sp. Mummius (14),
4893,Q. Marcius (A) Rex,
4894,C. Memmius (A),
4895,C. Marcius (D) Figulus,
4896,L. Opimius (5),
4897,L. Quinctilius (6),
4898,Sex. Quinctilius (14),
4899,P. Manlius (13),
4900,Cn. Pompeius (5),
4901,Cn. Cornelius (176) Lentulus,
4902,Q. Lutatius (A),
4903,A. Pompeius (2),son of A. Pompeius (1) Auletes
4904,L. Valerius (180) Flaccus,
4905,Cn. Sentius (A) Saturninus,
4906,Q. Varius (5),
4907,Ser. Sulpicius (19),
4908,M. Valerius (C) Messalla,
4909,Verginia (24),
4910,P. Licinius (124) Murena,
4911,Minucia (69),
4912,"-. Marcius (41, 42) Censorinus",son of C. Marcius (43) Censorinus
4913,Valerius (395),
4914,Saufeia (B),
4915,Terentia (100),
4916,-. Venuleius (2),son of? -. Venuleius (1)
4917,Cn. Papirius (A) Carbo,
4918,-. Livius (30) Salinator,son of C. Livius (29) M. f. M. n. Salinator
4919,M. Curtius (23) Peducaeanus,
4920,D. Laelius (4),
4921,-. Marcius (88) Rex,son of Q. Marcius (92) Q. f. Q. n. Rex
4922,-. Sicinius (A),
4923,Manlia (107),
4924,-. Petreius (1),
4925,L. Sestius (1),
4926,Manlia (BP),
4927,T. Manlius (A) Torquatus,
4928,Racilia,
4929,L. Villius (6) Annalis,
4930,P. Sulpicius (not in RE),
4931,Sallustia (40),
4932,P. Servilius (26) Vatia Isauricus,
4933,C. Lucilius (A),
4934,-. Minucia (69),brother of L. Minucius (37) L. f. Vel. Basilus
4935,-. Satrius,
4936,Ser. Sulpicius (not in RE) Camerinus Cornutus,
4937,Q. Pompeius (13) Stephanephor,
4938,T. Brocchus (3),
4939,Sentia (15),
4940,Terentia (98),
4941,M. Licinius (59) Crassus Frugi,
4942,C. Marcius (44) Censorinus,
4943,T. Manlius (86) Torquatus,son of A.? Manlius (76) A. f. Torquatus
4944,A. Sempronius (22) Atratinus,son of A. Sempronius (21) (A. f. - n.) Atratinus
4945,-. Satrius (A),
4946,Salvidiena (5),
4947,Vipsania (Agrippina 2) Agrippina,
4948,Vipsania (Iulia 551) Iulia,
4949,L. Vipsanius (A),
4950,L. Titius (15),father of M. Titius (18) L. f.
4951,-. Oppius (B),
4952,L. Valerius (58),son of -. Volusus (90) Valerius
4953,Fannia,
4954,T. Manlius (A) Capitolinus,
4955,L. Quinctilius (7),
4956,Q. Pompeius (14),
4957,L. Verginius (16) Tricostus,son of L. Verginius (15) L. f. Opet. n. Tricostus Esquilinus
4958,M. Servilius (C),
4959,M. Valerius (71),son of M. Valerius (207) M. f. M. n. Lactucinus Maximus
4960,P. Octavius (46) Balbus,
4961,T. Quinctius (44) Flamininus,
4962,L. Plautius (A),
4963,Q. Servilius (D),
4964,-. Publilius (3),
4965,Ser. Sulpicius (not in RE),
4966,-. Valgius (3),
4967,Q. Hippius (RE Supp. 10),
4968,-. Valgius (1),
4969,M. Terentius (A) Varro,
4970,Publicius (A),
4971,P. Servilius (pr. 25) Vatia,
4972,T. Statilius (36) Taurus,
4973,-. Statilius (17) Corvinus,
4974,T. Statilius (37) Taurus,
4975,C. Sulpicius (54),
4976,-. Mummius (2),
4977,P. Quinctilia (20) Varus,
4978,Hirtuleia,
4979,"Ser. Sulpicius (31, 94)",
4980,M. Sulpicius (not in RE),
4981,Sulpicia (114),
4982,Terentia (102a) Hispulla,
4983,Sulpicia (110),
4984,-. Pompeius (148) Trogus,
4985,T. Manlius (not in RE) Torquatus,
4986,C. Poetelius (A),
4987,Valeria (386),
4988,M. Valerius (73),
4989,Sp. Papirius (not in RE) Cursor,
4990,-. Livius (12) Drusus,
4991,M. Poetelius (B),
4992,M. Livius (13) Drusus,
4993,C. Papirius (B) Maso,
4994,P. Valerius (215),son of P. Valerius (2130 Laevinus
4995,Ser. Sulpicius (not in RE) Galba,
4996,Cn. Servilius,
4997,Q. Valerius (156) Falto,
4998,P. Licinius (B),
4999,M'. Pomponius (15),
5000,M'. Pomponius (16),
5001,M. Porcius (3),
5002,L. Papirius (C) Maso,
5003,P. Licinius (C) Crassus,
5004,M. Porcius (26) Licinus,
5005,L. Veturius (2),
5006,C. Licinius (174),
5007,-. Sempronius (39) Gracchus,
5008,M'. Valerius (A) Messalla,
5009,T. Manlius (36),
5010,-. Iulius (136) Caesar,
5011,L. Livius (27) Ocella,
5012,-. Licinia (186),son of L. Licinius (104) L. f. L. n. Lucullus Ponticus
5013,L. Livius (31) Salinator,
5014,-. Maria (73),father of M. Marius (42) Cor. Gratidianus
5015,-. Satrius (not in RE),
5016,Octavia (94),daughter of M. Octavius (33) Cn. f.
5017,Ap. Claudius,
5018,T. Quinctius Pennus Cincinnatus,
5019,-. Racilia (2),married to? L. Quinctius (27) L. f. L. n. Cincinnatus
5020,-. Valeria (386),son of P. Valerius (302) Volusi f. - n. Poplicola
5021,-. Verginia (24),son of L. Verginius (7)
5022,-. Verginia (25),son of A. Verginius (5)
5023,L. Volumnius,
5024,A. Verginius (5),
5025,-. Veturia (24),father of C. (or Cn.) Marcius (51) Coriolanus
5026,-. Volumnia (16),married to C. (or Cn.) Marcius (51) Coriolanus
5027,C. Poetelius (2),son of M. Poetelius (6) M. f. M. n. Libo
5028,M. Aufidius Lurco,
5029,K. Quinctius (8),son of L. Quinctius (27) L. f. L. n. Cincinnatus
5030,Racilia (2),
5031,L. Nonius (15) Asprenas,son of L. Nonius (14) L. f. T?. n. Asprenas
5032,-. Volusus (90) Valerius,son of M. Valerius (74) Volusi f. (Volusus)?
5033,P. Valerius (2130 Laevinus,
5034,Sex. Pompeius (16),son of A. Pompeius (3)
5035,Sex. Roscius (7),son of Sex. Roscius? (6)
5036,Sp. Postumius (47) Magnus,father of? Sp. Postumius (23)
5037,Sp. Postumius (23),
5038,C. Marcius (C ) Figulus,
5039,N. Decimius (6),praef. soc. 217
5040,M. Anicius (4),praef. soc. 216
5041,-. - (not in RE) Hegeas,praef. eq. 216
5042,C. Persius (3),praef.? 210
5043,C. Afranius (4),praef. opp.? 169
5044,M. Carvilius (2) Spoletinus,praef. opp.? 169
5045,-. Biesius (not in RE),praef. eq. 153
5046,-. Licinius (13.372) Lucullus,praef. opp. c. 114
5047,P. Valerius (76),praef. opp. c. 74
5048,-. - (Dumnorix 1) Dumnorix,praef. eq. 58
5049,-. - (4.1678) Cotus,praef. eq. 52
5050,-. - (not in RE) Vertiscus,praef. eq. 51
5051,-. - (Sabinus 3) Sabinus,praef. before 29
5052,Q. Hortensius (not in RE),praef. 31
5053,C. Proculeius (not in RE),praef. 31
5054,C. Claudius (330) C. f. C. n. Sardus,praef. class. before 29
5055,C. Iulius (376) Papius,praef. before 29
5056,-. (-)nus (not in RE),praef. fabr. before 29
5057,T. Pomponius (25) Atticus,praef. before 29
5058,T. Satanus (not in RE) T. f. Sabinus,praef. fabr. before 29
5059,-. Munatius (37) Rufus,tr. mil. 67
5060,L. Publius (not in RE) P. f.,tr. mil. 49
5061,M. Publius (not in RE) M. f.,tr. mil. 49
5062,M. Publius (not in RE) Sp. f.,tr. mil. 49
5063,M. Cestius (1?) P. f. Primus,tr. mil.? 43
5064,-. Nonius (3),tr. mil. c. 41
5065,L. Maenius (??),tr. mil. 40
5066,-. Ofillius (Ofellius 1),tr. mil. 39
5067,M. Cincius (not in RE) L. f. Hor.,tr. mil. c. 30
5068,-. - (12.1596) Tro. Maximus,tr. mil. c. 30
5069,C. Aclutius (12.138) L. f. Ter. Gallus,tr. mil. before 29
5070,P. Quinctius (12.1764) P. f. Rom.,tr. mil. before 29
5071,L. Sergius (12.1821) L. f. Lepidus,tr. mil. before 29
5072,M'. Titius (12.162) M'. f. Fab.,tr. mil. before 29
5073,-. Vedius (*3) Rufus,tr. mil. before 29
5074,C. Vibius (*11) T. f. Clu. Pansa,tr. mil. before 29
5075,Q. Petillius (5) L. f. Vel.,officer (title not preserved) 89
5076,L. Terentius (24) A. f. Vel.,officer (title not preserved) 89
5077,T. Terentius (35) A. f. Vel.,officer (title not preserved) 89
5078,L. Vettius (not in RE) L. f. Vel.,officer (title not preserved) 89
5079,C. Fornasidius (3.527) C. f. Pol.,officer (title not preserved) 89
5080,M. Hostilius (6) M. f. Vel.,officer (title not preserved) 89
5081,Q. Rosidius (not in RE) Q. f. Qui.,officer (title not preserved) 89
5082,C. Herius (not in RE) C. f. Clu.,officer (title not preserved) 89
5083,L. Pontius (not in RE) T. f. Qui.,officer (title not preserved) 89
5084,A. Fulvius (7) A. f. Tro.,officer (title not preserved) 89
5085,L. Pullienus (not in RE) L. f. Men.,prim. pil. 89
5086,M'. Aebutius (not in RE) M'. f. Pol.,prim. pil. 89
5087,P. Salvienus (not in RE) L. f. Mae.,prim. pil. 89
5088,L. Otacilius (not in RE) L. f. Pupina,prim. pil. 89
5089,C. Pompeius (not in RE) C. f. Sab.,tr. mil. 49
5090,T. Ampius (2) T. f. Menander,praef. fabr. 49
5091,P. Servilius (not in RE) P. f. Strabo,officer (title not preserved) 49
5092,L. Paccius (not in RE) L. f. Col. Capito,prim. pil. 49
5093,A. Furius (not in RE) A. f. Tertius,prim. pil. 49
5094,-. Ampius (not in RE) Menas,prim. pil.? 49
5095,"-. Baebius (not in RE, cf. 17)",sen. 82
5096,L. Considius (??),sen. 82
5097,-. Domitius (not in RE),sen. 82
5098,P. Laetorius (cf. Plaetorius 11),sen. 82
5099,M. Lamponius,sen. 82
5100,C. Papius (12) Mutilus,sen. 82
5101,Sex. Saltius (??),sen. 82
5102,"Sex. Appuleius (Not in RE?, cf. 16a)",sen. 82
5103,Q. Granius (??),sen. 82
5104,-. (cf. 1) Gutta,sen. 82
5105,L. Magius (??),sen. 82
